policy,experiment_id,seed,unit_id,trial,epoch,n_epochs,checkpoint,action,confidence,latency_s,tokens,votes,current_val,best_so_far_final_val,best_val_at_epoch,ground_truth_continue,label,after_effective_stop,final_val,epoch_time,raw
llm:gemma3:12b:L2,HSF15_cooler_fcn,0,HSF15_cooler_fcn_1e0c9,3,3,44,3,PRUNE,1.0,1.2882480999978725,469,PRUNE,0.4218314172442886,0.020620204193717448,0.2233353942415521,False,OK,False,0.06237978097221467,30.575876832008362,DECISION: PRUNE
llm:gemma3:12b:L2,HSF15_cooler_fcn,0,HSF15_cooler_fcn_1e0c9,3,4,44,3,PRUNE,1.0,1.672134599997662,477,PRUNE,0.31361240423953723,0.020620204193717448,0.12700263918399582,False,OK,False,0.06237978097221467,30.575876832008362,DECISION: PRUNE
llm:gemma3:12b:L2,HSF15_cooler_fcn,0,HSF15_cooler_fcn_1e0c9,3,5,44,3,PRUNE,1.0,1.273780399991665,485,PRUNE,0.26469161639528316,0.020620204193717448,0.09777376231491403,False,OK,True,0.06237978097221467,30.575876832008362,DECISION: PRUNE
llm:gemma3:12b:L2,HSF15_cooler_fcn,0,HSF15_cooler_fcn_1e0c9,3,6,44,3,PRUNE,1.0,1.2892078000004403,485,PRUNE,0.21833332679772663,0.020620204193717448,0.06981063127918966,False,OK,True,0.06237978097221467,30.575876832008362,DECISION: PRUNE
llm:gemma3:12b:L2,HSF15_cooler_fcn,0,HSF15_cooler_fcn_1e0c9,3,7,44,3,PRUNE,1.0,1.2968970000219997,485,PRUNE,0.20416462806013438,0.020620204193717448,0.06373222578685098,False,OK,True,0.06237978097221467,30.575876832008362,DECISION: PRUNE
llm:gemma3:12b:L2,HSF15_cooler_fcn,0,HSF15_cooler_fcn_1e0c9,3,8,44,3,PRUNE,1.0,1.3240145999880042,485,PRUNE,0.18493444761404587,0.020620204193717448,0.04271853912741629,False,OK,True,0.06237978097221467,30.575876832008362,DECISION: PRUNE
llm:gemma3:12b:L2,HSF15_cooler_fcn,0,HSF15_cooler_fcn_1e0c9,3,9,44,3,PRUNE,1.0,1.2996441000141203,485,PRUNE,0.14708407562742556,0.020620204193717448,0.0434355357850208,False,OK,True,0.06237978097221467,30.575876832008362,DECISION: PRUNE
llm:gemma3:12b:L2,HSF15_cooler_fcn,0,HSF15_cooler_fcn_1e0c9,3,10,44,3,PRUNE,1.0,1.3042084000189789,486,PRUNE,0.13061922032424847,0.020620204193717448,0.03680101243236483,False,OK,True,0.06237978097221467,30.575876832008362,DECISION: PRUNE
llm:gemma3:12b:L2,HSF15_cooler_fcn,0,HSF15_cooler_fcn_1e0c9,3,11,44,3,PRUNE,1.0,1.342133099999046,486,PRUNE,0.14829522094322062,0.020620204193717448,0.03584572222468943,False,OK,True,0.06237978097221467,30.575876832008362,DECISION: PRUNE
llm:gemma3:12b:L2,HSF15_cooler_fcn,0,HSF15_cooler_fcn_1e0c9,3,12,44,3,PRUNE,1.0,1.639396200014744,486,PRUNE,0.10501827506437823,0.020620204193717448,0.03867365719166684,False,OK,True,0.06237978097221467,30.575876832008362,DECISION: PRUNE
llm:gemma3:12b:L2,HSF15_cooler_fcn,0,HSF15_cooler_fcn_1e0c9,3,13,44,3,PRUNE,1.0,1.6304705000075046,486,PRUNE,0.09853686368705328,0.020620204193717448,0.044103142340680544,False,OK,True,0.06237978097221467,30.575876832008362,DECISION: PRUNE
llm:gemma3:12b:L2,HSF15_cooler_fcn,0,HSF15_cooler_fcn_1e0c9,3,14,44,3,PRUNE,1.0,1.658094499987783,486,PRUNE,0.10877450814784025,0.020620204193717448,0.030535604786777085,False,OK,True,0.06237978097221467,30.575876832008362,DECISION: PRUNE
llm:gemma3:12b:L2,HSF15_cooler_fcn,0,HSF15_cooler_fcn_1e0c9,3,15,44,3,PRUNE,1.0,1.6694409999763593,486,PRUNE,0.0869762679051742,0.020620204193717448,0.026632787853181492,False,OK,True,0.06237978097221467,30.575876832008362,DECISION: PRUNE
