policy,experiment_id,seed,filter_best_loss,real_best_loss,regret,rank_pct,num_runs,num_prunings,total_epochs,epochs_avoided,total_train_time,saved_time_A,saved_time_B,n_decisions,false_continues,false_prunes,llm_calls,input_tokens,output_tokens,total_latency_s,mean_confidence,saved_pct_A,saved_pct_B,found_best
llm:conservative:gemma3:12b:L2,HSF15_cooler_fcn,0,0.010280445513273662,0.010280445513273662,0.0,0.0,12,4,344,61,15276.620302200317,2135.0388079281042,2130.6277026280954,188,155,0,188,75744,962,203.50433759990847,1.0,0.13975858309580366,0.13946983432724433,True
llm:conservative:gemma3:12b:L2,HSF15_cooler_fcn,1,0.024294771211850006,0.024294771211850006,0.0,0.0,12,3,346,30,14581.915479660034,1331.7486850976945,1328.483542697673,213,160,0,213,85815,1084,231.79938029998448,1.0,0.09132878920847669,0.09110487195943105,True
llm:conservative:gemma3:12b:L2,HSF15_cooler_fcn,2,0.000186184246558675,0.000186184246558675,0.0,0.0,12,5,351,73,12850.141406297684,2367.8135641254175,2362.322317225391,159,51,2,159,63979,816,173.16478079996887,1.0,0.18426361930655358,0.18383628961994522,True
llm:conservative:gemma3:12b:L2,MOSFET11_rul_fcn,0,0.5005287381213289,0.5005287381213289,0.0,0.0,12,1,215,3,1950.1923627853394,24.687073120704063,23.511142320700365,138,76,2,138,55516,703,146.31987489995663,1.0,0.012658788738893962,0.012055806785706438,True
llm:conservative:gemma3:12b:L2,MOSFET11_rul_fcn,1,0.5005287381213289,0.5005287381213289,0.0,0.0,12,1,217,1,1939.6116638183594,8.731426278750101,7.676000178743076,153,103,0,153,61587,771,162.30859839977347,1.0,0.004501636302578855,0.003957493307517003,True
llm:conservative:gemma3:12b:L2,MOSFET11_rul_fcn,2,0.5731359244008939,0.5731359244008939,0.0,0.0,12,0,181,0,1630.766539812088,0.0,0.0,101,66,0,101,40558,506,110.67533020008705,1.0,0.0,0.0,True
llm:conservative:gemma3:12b:L2,MPM20_fault_fcn,0,0.2982280667871592,0.16046598149663246,0.13776208529052672,0.09090909090909091,12,6,259,134,1403.630936384201,652.9800643027913,646.8136769028126,61,39,7,61,24412,320,64.95843530006823,1.0,0.4652078031173132,0.46081463448577564,False
llm:conservative:gemma3:12b:L2,MPM20_fault_fcn,1,0.12661303079431782,0.12661303079431782,0.0,0.0,12,3,346,90,1810.8446323871613,437.0332246785979,433.8433926785651,83,53,2,83,33275,432,88.56977919992642,1.0,0.24134219847589858,0.23958068236182548,True
llm:conservative:gemma3:12b:L2,MPM20_fault_fcn,2,0.036791176681114854,0.036791176681114854,0.0,0.0,12,0,204,0,1125.1845092773438,0.0,0.0,137,64,1,137,55089,690,142.37164700007997,1.0,0.0,0.0,True
llm:conservative:gemma3:12b:L2,OBDD17_rul_fcn,0,0.007552439009524783,0.007552439009524783,0.0,0.0,12,5,503,201,17023.859615564346,4955.529958106379,4950.078688506363,195,72,11,195,78519,1000,210.37013039988233,1.0,0.29109321094117246,0.2907729974453426,True
